Year,Month,K_MinTemp,K_MaxTemp,K_Rainfall,K_Humidity9am,K_Humidity3pm,K_Pressure9am,K_Pressure3pm,Period
2013,2,18.639285714285712,24.900000000000002,225.4,76.03571428571429,65.03571428571429,1013.4499999999999,1011.9821428571429,2013.02
2013,3,17.403225806451612,24.906451612903226,96.4,76.7741935483871,58.61290322580645,1020.3806451612903,1018.4935483870968,2013.03
2013,4,13.796666666666665,21.663333333333334,141.2,74.23333333333333,57.7,1021.0066666666667,1018.85,2013.04
2013,5,11.399999999999999,20.53548387096774,3.0,74.19354838709677,54.806451612903224,1021.6419354838711,1019.0793548387096,2013.05
2013,6,11.91,18.60666666666667,127.2,78.2,61.9,1023.7566666666667,1021.4300000000001,2013.06
2013,7,8.290322580645162,17.212903225806453,89.6,70.25806451612904,49.225806451612904,1019.8516129032258,1017.0612903225807,2013.07
2013,8,8.164516129032258,17.451612903225808,44.4,62.58064516129032,46.12903225806452,1020.3193548387097,1017.8791935483871,2013.08
2013,9,12.31,21.503333333333334,99.0,61.733333333333334,53.3,1019.83,1016.6425666666668,2013.09
2013,10,14.706451612903225,23.051612903225806,67.0,70.03225806451613,58.70967741935484,1020.7451612903226,1017.9032258064516,2013.1
2013,11,16.669999999999998,24.0,72.8,62.06666666666667,56.2,1011.36,1009.5033333333333,2013.11
2013,12,18.103225806451615,26.01290322580645,54.2,67.7741935483871,58.645161290322584,1009.9709677419354,1007.7516129032258,2013.12
2014,1,19.97741935483871,27.358064516129033,24.799999999999997,65.93548387096774,56.61290322580645,1015.5483870967741,1013.3225806451613,2014.01
2014,2,19.678571428571427,25.62857142857143,127.60000000000001,77.46428571428571,63.392857142857146,1014.3178571428572,1012.65,2014.02
2014,3,18.822580645161292,25.39032258064516,106.6,72.70967741935483,59.74193548387097,1018.1096774193549,1016.3096774193548,2014.03
2014,4,15.176666666666668,22.563333333333333,112.0,70.46666666666667,57.46666666666667,1019.3533333333332,1017.0866666666666,2014.04
2014,5,12.635483870967741,20.43548387096774,120.8,74.80645161290323,57.54838709677419,1023.8612903225807,1021.5774193548388,2014.05
2014,6,10.313333333333333,17.993333333333332,129.2,77.26666666666667,55.666666666666664,1016.7166666666667,1014.0933333333334,2014.06
2014,7,8.935483870967742,18.203225806451613,53.0,72.09677419354838,46.193548387096776,1019.5612903225807,1016.9193548387096,2014.07
2014,8,10.480645161290322,20.948387096774194,6.0,56.645161290322584,40.67741935483871,1017.1741935483872,1013.8451612903226,2014.08
2014,9,13.833333333333334,23.486666666666668,16.0,51.86666666666667,43.233333333333334,1014.33,1011.13,2014.09
2014,10,14.46774193548387,21.67096774193548,179.20000000000002,67.48387096774194,55.096774193548384,1019.2741935483871,1017.0225806451613,2014.1
2014,11,18.209999999999997,25.513333333333332,27.8,66.93333333333334,56.96666666666667,1016.8199999999999,1014.6033333333332,2014.11
2014,12,19.65806451612903,25.86774193548387,62.4,70.87096774193549,63.67741935483871,1016.3129032258065,1014.1741935483872,2014.12
2015,1,21.006451612903227,27.593548387096774,165.8,72.96774193548387,62.645161290322584,1013.9806451612903,1012.1290322580645,2015.01
2015,2,20.582142857142856,26.910714285714285,126.8,70.42857142857143,61.892857142857146,1017.4142857142857,1015.7357142857143,2015.02
2015,3,18.651612903225807,25.606451612903225,36.8,74.61290322580645,58.064516129032256,1021.9064516129032,1019.9774193548387,2015.03
2015,4,15.086666666666668,24.453333333333333,21.200000000000003,69.86666666666666,50.43333333333333,1020.5266666666666,1017.8666666666667,2015.04
2015,5,11.574193548387097,19.396774193548385,275.6,78.41935483870968,63.806451612903224,1017.8064516129032,1015.4451612903225,2015.05
2015,6,8.770000000000001,16.906666666666666,76.39999999999999,76.03333333333333,56.2,1024.8,1022.3166666666667,2015.06
2015,7,9.235483870967743,17.5258064516129,92.39999999999999,73.25806451612904,53.0,1021.4967741935484,1018.9193548387096,2015.07
2015,8,11.03225806451613,19.480645161290322,17.8,58.87096774193548,43.38709677419355,1016.1064516129032,1013.1580645161291,2015.08
2015,9,13.786666666666667,21.91,64.0,66.56666666666666,60.06666666666667,1019.1433333333333,1016.4133333333334,2015.09
2015,10,17.322580645161292,23.261290322580646,179.4,76.51612903225806,65.87096774193549,1017.7967741935485,1015.9516129032259,2015.1
2015,11,18.813333333333333,26.09333333333333,48.199999999999996,67.93333333333334,58.833333333333336,1011.4433333333333,1009.4,2015.11
2015,12,21.967741935483872,29.258064516129032,37.8,69.06451612903226,60.38709677419355,1013.1387096774193,1011.3838709677419,2015.12
2016,1,19.87741935483871,26.703225806451613,19.0,72.35483870967742,59.064516129032256,1016.574193548387,1014.9935483870968,2016.01
2016,2,17.179310344827584,24.196551724137933,195.20000000000002,79.48275862068965,63.13793103448276,1016.7241379310345,1014.9931034482759,2016.02
2016,3,10.406451612903227,18.85483870967742,139.4,70.06451612903226,55.61290322580645,1019.5129032258066,1017.1612903225806,2016.03
2016,4,10.093333333333334,18.096666666666668,88.4,69.36666666666666,50.13333333333333,1020.6133333333333,1018.43,2016.04
2016,5,8.919354838709678,18.490322580645163,284.0,71.87096774193549,51.61290322580645,1021.5451612903227,1019.0516129032258,2016.05
2016,6,10.93,19.25,49.6,70.33333333333333,55.36666666666667,1022.8233333333334,1020.4733333333334,2016.06
2016,7,12.35483870967742,21.345161290322583,88.4,60.41935483870968,51.806451612903224,1016.674193548387,1014.1161290322581,2016.07
2016,8,15.512903225806452,23.432258064516127,34.6,69.16129032258064,55.61290322580645,1018.3967741935484,1016.0,2016.08
2016,9,17.05,23.763333333333332,171.6,70.8,62.86666666666667,1016.6733333333334,1014.94,2016.09
2016,10,18.093548387096774,24.66774193548387,71.4,66.90322580645162,57.645161290322584,1014.425806451613,1012.7774193548387,2016.1
2016,11,19.433333333333334,25.263333333333332,184.0,73.0,64.26666666666667,1013.4233333333334,1012.05,2016.11
2016,12,18.967741935483872,26.02258064516129,238.0,75.58064516129032,62.0,1016.2,1014.8,2016.12
2017,1,16.96451612903226,24.516129032258064,79.2,72.54838709677419,58.516129032258064,1019.0838709677419,1016.9806451612903,2017.01
2017,2,14.021428571428572,23.010714285714283,134.0,71.96428571428571,55.75,1020.5428571428572,1017.7107142857143,2017.02
2017,3,10.338709677419354,18.76451612903226,181.0,73.2258064516129,59.38709677419355,1021.9612903225806,1019.5870967741936,2017.03
2017,4,9.373333333333333,17.576666666666664,130.2,76.03333333333333,55.733333333333334,1022.34,1019.6933333333333,2017.04
2017,5,8.76774193548387,18.729032258064517,23.8,62.806451612903224,40.87096774193548,1019.8612903225807,1017.0709677419355,2017.05
2017,6,11.04,21.746666666666666,19.2,51.86666666666667,40.4,1017.2333333333333,1014.2566666666667,2017.06
2017,7,13.596774193548388,23.358064516129033,31.0,57.38709677419355,46.96774193548387,1018.0774193548388,1015.4709677419354,2017.07
2017,8,15.73225806451613,23.251612903225805,37.0,62.83870967741935,56.87096774193548,1017.7,1015.2193548387097,2017.08
2017,9,20.259999999999998,27.876666666666665,24.2,66.56666666666666,57.0,1013.6533333333333,1011.7166666666667,2017.09
2017,10,19.44516129032258,26.193548387096776,191.2,70.64516129032258,60.54838709677419,1016.941935483871,1015.2451612903226,2017.1
2017,11,15.87,24.346666666666668,202.8,74.8,56.766666666666666,1019.1066666666667,1016.7800000000001,2017.11
2017,12,12.703225806451613,22.261290322580646,58.0,67.35483870967742,48.32258064516129,1021.0548387096775,1018.1935483870968,2017.12
2018,1,10.658064516129032,19.02258064516129,238.4,78.3225806451613,59.903225806451616,1021.2935483870967,1018.9032258064516,2018.01
2018,2,10.396428571428572,18.92142857142857,157.20000000000002,78.07142857142857,56.82142857142857,1023.6321428571429,1021.1392857142857,2018.02
2018,3,9.651612903225805,20.193548387096776,20.4,56.774193548387096,38.516129032258064,1018.183870967742,1015.183870967742,2018.03
2018,4,13.28,23.17,35.800000000000004,59.8,46.13333333333333,1018.8533333333332,1015.6033333333332,2018.04
2018,5,14.567741935483872,26.306451612903224,10.0,45.41935483870968,36.70967741935484,1014.3032258064517,1010.9516129032259,2018.05
2018,6,15.99,24.253333333333334,203.8,61.333333333333336,53.93333333333333,1016.23,1014.0433333333333,2018.06
2018,7,17.858064516129033,25.770967741935483,28.8,60.064516129032256,53.096774193548384,1013.9935483870968,1011.8483870967742,2018.07
2018,8,19.74516129032258,26.741935483870968,37.800000000000004,63.45161290322581,55.354838709677416,1014.6064516129032,1012.6193548387097,2018.08
2018,9,19.8,26.34333333333333,54.2,65.9,57.63333333333333,1015.61,1013.7366666666666,2018.09
2018,10,19.345161290322583,26.548387096774192,72.2,69.06451612903226,59.483870967741936,1019.8354838709678,1017.8548387096774,2018.1
2018,11,16.486666666666668,24.220000000000002,118.4,73.93333333333334,60.53333333333333,1018.7666666666667,1016.5300000000001,2018.11
2018,12,13.33548387096774,23.203225806451613,65.0,71.2258064516129,48.193548387096776,1021.058064516129,1018.3967741935484,2018.12
2019,1,11.98709677419355,20.419354838709676,70.4,74.93548387096774,53.67741935483871,1021.6741935483872,1019.0935483870968,2019.01
2019,2,8.72857142857143,18.439285714285713,4.0,60.535714285714285,42.25,1018.2964285714286,1015.7107142857143,2019.02
2019,3,9.406451612903227,18.98709677419355,171.4,70.12903225806451,50.41935483870968,1024.616129032258,1021.9032258064516,2019.03
2019,4,11.41,19.913333333333334,104.2,70.7,56.46666666666667,1023.2533333333333,1020.6033333333332,2019.04
2019,5,14.493548387096775,23.9,88.8,58.45161290322581,50.25806451612903,1019.2935483870967,1016.5645161290323,2019.05
2019,6,17.596666666666668,26.46333333333333,15.8,58.46666666666667,52.03333333333333,1015.7333333333333,1013.0833333333334,2019.06
2019,7,19.20967741935484,25.9,105.80000000000001,67.2258064516129,62.29032258064516,1012.5290322580646,1010.2483870967742,2019.07
2019,8,20.503225806451614,27.506451612903227,165.8,71.6774193548387,62.29032258064516,1012.6193548387097,1010.7161290322581,2019.08
2019,9,20.37,27.3,59.0,76.26666666666667,59.86666666666667,1017.9366666666666,1016.4699999999999,2019.09
2019,10,18.193548387096776,26.44193548387097,71.2,71.96774193548387,55.58064516129032,1016.6322580645161,1014.7548387096774,2019.1
2019,11,15.16,22.57333333333333,389.2,77.93333333333334,64.53333333333333,1019.0799999999999,1017.02,2019.11
2019,12,12.35483870967742,20.467741935483872,81.4,70.61290322580645,50.83870967741935,1021.183870967742,1018.8290322580646,2019.12
2020,1,9.96774193548387,18.593548387096774,111.6,80.7741935483871,57.29032258064516,1026.148387096774,1023.6548387096774,2020.01
2020,2,7.941379310344828,17.458620689655174,46.0,73.62068965517241,48.275862068965516,1022.0862068965517,1019.8000000000001,2020.02
2020,3,9.674193548387096,19.38064516129032,71.8,60.193548387096776,45.41935483870968,1020.2,1017.2225806451613,2020.03
2020,4,11.9,20.666666666666668,80.0,62.0,50.96666666666667,1022.51,1019.8966666666668,2020.04
2020,5,16.858064516129033,24.94193548387097,43.0,61.58064516129032,52.516129032258064,1024.4225806451611,1021.9741935483871,2020.05
2020,6,17.779999999999998,26.183333333333334,122.6,65.76666666666667,56.666666666666664,1015.1166666666667,1012.8966666666668,2020.06
2020,7,18.403225806451612,25.683870967741935,96.60000000000001,64.58064516129032,56.774193548387096,1017.6483870967742,1016.058064516129,2020.07
2020,8,19.490322580645163,27.174193548387095,262.8,71.12903225806451,60.0,1013.8483870967742,1012.1387096774193,2020.08
2020,9,20.94333333333333,28.403333333333332,12.8,65.86666666666666,53.6,1017.36,1015.5166666666667,2020.09
2020,10,19.15806451612903,26.451612903225808,294.0,74.09677419354838,58.12903225806452,1018.5967741935484,1016.332258064516,2020.1
2020,11,16.283333333333335,24.436666666666667,57.0,70.83333333333333,58.06666666666667,1022.48,1019.6766666666666,2020.11
2020,12,12.899999999999999,22.032258064516128,193.2,64.45161290322581,49.354838709677416,1017.8709677419355,1014.6483870967742,2020.12
2021,1,10.429032258064517,18.616129032258065,173.0,67.3225806451613,47.74193548387097,1017.3548387096774,1014.8451612903226,2021.01
2021,2,10.335714285714285,18.474999999999998,78.8,67.60714285714286,51.714285714285715,1020.2571428571429,1017.5785714285714,2021.02
2021,3,10.067741935483872,19.967741935483872,97.2,62.193548387096776,48.516129032258064,1021.3129032258065,1018.4483870967742,2021.03
2021,4,13.283333333333333,22.209999999999997,32.2,53.1,46.333333333333336,1013.61,1010.5699999999999,2021.04
2021,5,14.651612903225805,24.17096774193548,31.400000000000002,48.58064516129032,41.03225806451613,1016.2451612903226,1013.7096774193549,2021.05
2021,6,18.266666666666666,26.603333333333335,38.8,58.63333333333333,53.833333333333336,1013.16,1010.98,2021.06
2021,7,20.125806451612902,27.693548387096776,75.8,61.32258064516129,51.645161290322584,1014.4967741935484,1012.4677419354839,2021.07
2021,8,22.17096774193548,30.238709677419354,38.0,61.12903225806452,55.483870967741936,1012.7032258064515,1010.516129032258,2021.08
2021,9,20.12,27.256666666666668,304.2,67.03333333333333,57.333333333333336,1015.5433333333333,1013.7099999999999,2021.09
2021,10,18.651612903225807,25.39032258064516,257.8,74.06451612903226,61.193548387096776,1018.4903225806452,1016.4483870967742,2021.1
2021,11,13.819999999999999,23.1,44.4,67.06666666666666,50.46666666666667,1023.4333333333333,1020.9233333333334,2021.11
2021,12,11.667741935483871,19.97741935483871,183.39999999999998,73.12903225806451,55.483870967741936,1023.4645161290323,1021.1774193548387,2021.12
2022,1,10.6,18.8,13.8,80.66666666666667,60.53333333333333,1025.9866666666667,1023.4599999999999,2022.01
